CN,DBCode,JournalId,Publisher,JournalName,ISSN,ISBN,VolumeId,VolNo1,VolNo2,Pubyear,HoldingFlag,ArticleId,Title,Abstract,Author,FulltextFlag,AbstractFlag,PageInfo,DOI,FulltextURL,ContentURL,MobileURL,Keyword,Degree,query
NART30186644,JAFO,NJOU00004103,,Marine geology,0025-3227;;,,484,233,1,2006,,NART30186644,Deformation of pyritized burrows: A novel technique for the detection and estimation of core shortening in gravity cores,"<P><B>Abstract</B></P><P>A novel technique was applied to estimate differences in core shortening in three gravity cores taken at the same core location on the Portuguese continental slope using different coring devices. No obvious deformational features are visible in the fresh core sediments; the isotope stratigraphy and abundance maxima of ice-rafted debris, representing North Atlantic Heinrich-events, indicate identical stratigraphic range in all three cores. However, one of the cores is significantly shorter than the others. X-ray radiographs of the cores reveal that the shorter core shows typical deformation structures, whereas the two other cores are lacking signs of deformation. This serious disturbance had likely gone unnoticed had it not been for the X-ray radiographs. As an approach to semi-quantitatively estimate the core shortening, we used the fragmentation and displacement of the pyritized trace fossil <I>Trichichnus</I> that is easily recognizable in X-ray radiographs through its high contrast. The <I>Trichichnus</I> data indicate that a shortening of 50&ndash;60% occurred in the lower part of the shorter core. This estimate is in good agreement with variations in apparent sedimentation rates for the interval considered.</P><P>Accurate flux rates are essential for our understanding marine biogeochemical cycles in general and the marine budgets of nutrients such as carbon and phosphorus in particular. X-ray radiographs are very useful in assessing the intactness of the sedimentary records and the presented method has potential to become a valuable tool in correcting sedimentation rates in disturbed gravity cores.</P>","L&ouml;wemark, Ludvig;Sch&ouml;nfeld, Joachim;Sch&auml;fer, Priska;",2,1,pp.37-48,http://dx.doi.org/10.1016/j.margeo.2006.08.004,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART30186644,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART30186644&type=mobile,core shortening . sediment thinning . gravity core . trace fossil . Trichichnus,,gravity core
NART08209380,JAFO,NJOU00005183,,Physics of the earth and planetary interiors,0031-9201;;,,69,117,1,2000,,NART08209380,Influence of possible inner-core motions on the polar motion and the gravity field,"<P><B>Abstract</B></P><P>Provided that the figure axis of the inner core coincides with the dipole axis of the geomagnetic field, the relative rotation of the oblate inner core with respect to the outer core and the mantle can be determined. Because of the density difference between the inner and outer core, the assumed precessional motion of the inner core relative to the mantle is accompanied by a mass redistribution causing variations of polar motion. Assuming standard density models, it is found that variations of polar motion caused by variations of relative inner-core rotation due to that of the real dipole axis are similar to the decadal variations derived from observed pole coordinates. Calculations of the gravity potential show that the assumed relative rotation of the inner core causes gravity changes which may be detectable by modern satellite methods during the next decade.</P>","Greiner-Mai, H.;Jochmann, H.;Barthelmes, F.;",2,1,pp.81-93,http://dx.doi.org/10.1016/S0031-9201(99)00089-8,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART08209380,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART08209380&type=mobile,Core . Mantle . Gravity field,,gravity core
NART71428180,JAFO,NJOU00007055,The Committee by Pergamon Press] ; Elsevier Science Ltd,Advances in space research : the official journal of the Committee on Space Research (COSPAR),0273-1177;;,,659,55,6,2015,,NART71428180,Lunar core structure investigation: Implication of GRAIL gravity field model,"The details of the structure of the core are important to understanding the evolution and thermal history of the Moon. Even with existing information, including seismic measurements from the Apollo mission, as well as geodetic measurements from Lunar Laser Ranging (LLR) data and gravity, it is still difficult to constrain the size of the lunar core and its density with certainty. Here, we investigate the radius and density of the lunar core using simple constraints of the estimated mean density and mean moment of inertia of the Moon with the help of a Monte Carlo simulation algorithm. This includes a comparison between the results based from the more recent GRAIL gravity field model GRGM660PRIM with those of the gravity field model SGM100h. Analysis through an improved gravity field model indicates that the lunar core is smaller and denser than previously estimated, and the result (a core radius with 370km) is consistent with more recent result.","Yan, J.;Xu, L.;Li, F.;Matsumoto, K.;Rodriguez, J.A.P.;Miyamoto, H.;Dohm, J.M.;",2,1,pp.1721-1727,http://dx.doi.org/10.1016/j.asr.2014.12.038,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART71428180,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART71428180&type=mobile,Lunar core radius . Lunar core density . Lunar mean moment of inertia . Lunar mean density . Monte Carlo simulation,,gravity core
NART15003535,JAFO,NJOU00005183,Elsevier,Physics of the earth and planetary interiors,0031-9201;;,,625,2,5,1970,,NART15003535,Density differentiation on the core-mantle interface and gravity convection,"<P><B>Abstract</B></P>  <P>Differentiation of the primitive matter of the Earth by segregation of substances of different densities is considered. In association with radioactive heating, density differentiation of the lower mantle matter may occur on the core-mantle interface. This results in a separation of the core substance and an accumulation of lighter substances at the base of the mantle. This light material passes through the lower mantle and enters the upper layers of the Earth. Uplift of the light material in the gravity field gives rise to a convective motion which is called gravity convection in the mantle. Due to the density differentiation of the lower mantle matter and gravity convection, the core and the upper mantle grow at the expense of the lower mantle. A possible distribution of convective motions and the consequences of gravity convection are discussed for the cases of a silicate core and of a core consisting mainly of iron.</P>","Artyushkov, E.V.",2,1,pp.318-325,https://doi.org/10.1016/0031-9201(69)90024-7,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART15003535,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART15003535&type=mobile,,,gravity core
NART86975022,JAFO,NJOU00004808,American Astronomical Society,The Astrophysical journal,0004-637x;1538-4357;,,1984,678,2,2008,,NART86975022,Core Mass Function: The Role of Gravity,,"Dib, Sami;Brandenburg, Axel;Kim, Jongsoo;Gopinathan, Maheswar;Andr&eacute;, Philippe;",2,0,pp.L105-L108,http://dx.doi.org/10.1086/588608,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART86975022,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART86975022&type=mobile,,,gravity core
NART108579285,JAFO,NJOU00571157,American Physical Society,Physical review. D,2470-0010;2470-0029;,,114,102,4,2020,,NART108579285,Core collapse in massive scalar-tensor gravity,,"Rosca-Mead, Roxana;Sperhake, Ulrich;Moore, Christopher J.;Agathos, Michalis;Gerosa, Davide;Ott, Christian D.;",2,0,pp.044010,http://dx.doi.org/10.1103/PhysRevD.102.044010,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART108579285,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART108579285&type=mobile,,,gravity core
NART127871989,JAFO,NJOU00546387,Copernicus GmbH,Solid earth : an interactive open access journal of the European Geosciences Union,1869-9510;1869-9529;,,79,14,12,2023,,NART127871989,Earth's core variability from magnetic and gravity field observations,"<P>Abstract. The motions of the liquid within the Earth's outer core lead to magnetic field variations together with mass distribution changes. As the core is not accessible for direct observation, our knowledge of the Earth&rsquo;s liquid core dynamics only relies on indirect information sources. Mainly generated by the core dynamics, the surface geomagnetic field provides information about the variations of the fluid motion at the top of the core. The dynamic of the fluid core is also associated with mass distribution changes inside the core and produces gravitational field time fluctuations. By applying several statistical blind source separation methods to both the gravity and magnetic field time series, we investigate the common space-time variabilities. We report several robust interannual oscillations shared by the two observation sets. Among those, a common mode of around 7 years looks very significant. Whereas the nature of the driving mechanism of the coupled variability remains unclear, the spatial and temporal properties of the common signal are compatible with a core origin. </P>","Saraswati, Anita Thea;de Viron, Olivier;Mandea, Mioara;",2,1,pp.1267-1287,https://doi.org/10.5194/se-14-1267-2023,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART127871989,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART127871989&type=mobile,,,gravity core
NART87083670,JAFO,NJOU00295819,NOT KNOWN,"South African journal for research in sport, physical education and recreation = Suid-Afrikaanse tydskrif vir navorsing in sport, liggaamlike opvoeding en ontspanning",0379-9069;;,,29,39,3,2017,,NART87083670,Comparison of gravity-resisted and gym-based core training on core endurance,,"Van Der Merwe, F. H.;Burden, S. B.;Maulder, P. S.;",2,0,pp.181-188,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART87083670,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART87083670&type=mobile,,,gravity core
NART32527303,JAFO,NJOU00001863,American Association for the Advancement of Science (AAAS),Science,0036-8075;1095-9203;,,6595,316,5831,2007,,NART32527303,Tracking Solar Gravity Modes: The Dynamics of the Solar Core,"<P>Solar gravity modes have been actively sought because they directly probe the solar core (below 0.2 solar radius), but they have not been conclusively detected in the Sun because of their small surface amplitudes. Using data from the Global Oscillation at Low Frequency instrument, we detected a periodic structure in agreement with the period separation predicted by the theory for gravity dipole modes. When studied in relation to simulations including the best physics of the Sun determined through the acoustic modes, such a structure favors a faster rotation rate in the core than in the rest of the radiative zone.</P>","Garci&#x301;a, Rafael A.;Turck-Chie&#x300;ze, Sylvaine;Jime&#x301;nez-Reyes, Sebastian J.;Ballot, Je&#x301;ro&#x302;me;Palle&#x301;, Pere L.;Eff-Darwich, Antonio;Mathur, Savita;Provost, Janine;",2,1,pp.1591-1593,https://doi.org/10.1126/science.1140598,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART32527303,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART32527303&type=mobile,,,gravity core
JAKO199911921633081,JAKO,NJOU00015378,Korean Nuclear Society,Journal of the Korean Nuclear Society = 원자력학회지,0372-7327;;,,30,31,5,1999,,JAKO199911921633081,Gravity-Injection Core Cooling After a Loss-of-SDC Event n the YGN Units 3 & 4,"In order to evaluate the gravity-injection capability to maintain core cooling after a loss-of-shutdown-cooling event during shutdown operation, the plant conditions of the Yong Gwang Units 3&4 were reviewed. The six cases of possible gravity-injection paths from the refueling water tank (RWT) were identified and the thermal-hydraulic analyses were performed using the RELAP5/MOD3.2 code. The core cooling capability was significantly dependent on the gravity-injection path, the RCS opening, and the injection rate. In the cases with the pressurizer manway opening higher than the RWT water level, the coolant was held up in the pressurizer and the system pressure continued increasing after gravity-injection. The gravity injection eventually stopped due to the high system pressure and the core was uncovered. In the cases with the injection path and opening on the same leg side, the core cooling was dependent on whether the water injected from the RWT passed the core region or not. However, in the cases with the injection path and opening on the different leg side, the system was well depressurized after gravity-injection and the core boiling was successfully prevented for a long-term transient. In addition, from the sensitivity study on the gravity-injection flow rate, it was found that about 54 kg/s of injection rate was required to maintain the core cooling and the core cooling could be provided for about 10.6 hours after event with that injection rate from the RWT. Those analysis results would provide useful information to operators coping with the event.","Seul, Kwang-Woo;Bang, Young-Seok;Kim, Hho-Jung;",2,1,pp.476-485,,http://click.ndsl.kr/servlet/OpenAPIFullTextView?cn=JAKO199911921633081&dbt=JAKO&keyValue=05787966,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=JAKO199911921633081,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=JAKO199911921633081&type=mobile,loss-of-shutdown-cooling event . gravity-injection core cooling . RELAP5/MOD3.2 code,,gravity core
NART23108854,JAFO,NJOU00005213,Blackwell Science Ltd,Geophysical journal international,0956-540x;1365-246x;,,212,159,2,2004,,NART23108854,Variations in the Earth's gravity field caused by torsional oscillations in the core,"<P>SUMMARY</P><P>We investigate whether a component of the flow in the Earth's fluid core, namely torsional oscillations, could be detected in gravity field data at the surface and whether it could explain some of the observed time variations in the elliptical part of the gravity field (<I>J</I><SUB>2</SUB>). Torsional oscillations are azimuthal oscillations of rigid coaxial cylindrical surfaces and have typical periods of decades. This type of fluid motion supports geostrophic pressure gradients, which produce deformations of the core&ndash;mantle boundary. Because of the density discontinuity between the core and the mantle, such deformations produce changes in the gravity field that, because of the flow geometry, are both axisymmetric and symmetric about the equator. Torsional oscillations are thus expected to produce time variations in the zonal harmonics of even degree in the gravity field. Similarly, the changes in the rotation rates of the mantle and inner core that occur to balance the change in angular momentum carried by the torsional oscillations also produce zonal variations in gravity. We have built a model to calculate the changes in the gravity field and in the rotation rates of the mantle and inner core produced by torsional oscillations. We show that the changes in the rotation rate of the inner core produce changes in <I>J</I><SUB>2</SUB> that are a few orders of magnitude too small to be observed. The amplitudes of the changes in <I>J</I><SUB>2</SUB> from torsional oscillations are 10 times smaller than the temporal changes that are observed to occur about a linear secular trend. However, provided the mechanism responsible for these changes in <I>J</I><SUB>2</SUB> is identified and that this contribution is removed from the data, it may be possible in the future to detect the lowest harmonic degrees of the torsional oscillations in the gravity field data. We also show that torsional oscillations have contributed to the linear secular change in <I>J</I><SUB>2</SUB> by about &minus;0.75 &times; 10<SUP>&minus;12</SUP> per year in the last 20 years. Finally, the associated change in the vertical ground motion at the surface of the Earth that is predicted by our mechanism is of the order of 0.2 mm, which is too small to be detected with the current precision in measurements.</P>","Dumberry, Mathieu;Bloxham, Jeremy;",2,1,pp.417-434,http://dx.doi.org/10.1111/j.1365-246X.2004.02402.x,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART23108854,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART23108854&type=mobile,core&#x2013;mantle boundary . Earth's core . Earth's rotation . figure of Earth . gravity field . torsional oscillations;,,gravity core
ART001071983,JAKO,,한국동물분류학회,한국동물분류학회지,;;,,,23,1,2007,,ART001071983,Choanoflagellates (Protist) from Marine Sediments of South-Eastern Australia,"Choanoflagellates were encountered in marine sediments of Gippsland Basin (Australia) and were classifiedinto 8 species, 5 genera in 2 families. The species rarely found in this study were Acanthocorbis unguiculata,Acanthoeca spectabilis, Polyoeca dichotomaand Saepicula pulchra Salpingoecaamphoridium, Salpingoeca infusionum, Salpingoeca megacheilaand Salpingoeca tubaof the family Salpin-goecidae. Their descriptions were based on living specimens. Their morphological characters and geographicdistribution are presented.",이원제,0,0,pp.1-7,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001071983,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001071983&type=mobile,,,marine sediments
ART000851639,JAKO,,대한방사선방어학회,방사선방어학회지,;;,,,28,4,2003,,ART000851639,Deposition Properties of 137Cs in Marine Sediments,"- The concentration of 137Cs, the particle size, and the contents of TOC, H, N and S were measured for sediments collected in the adjacent sea to Yangnam, Korea. The concentrations of 137Cs in sediments are in the range of <MDA-7.19 Bq/kg-dry and linearly correlated with particle size and TOC, H and N contents in sediment. The distribution coefficients of 137Cs for sediments strongly depend on particle size and TOC content of sediments. The results of multiple regression analysis suggest that humic substances may have great influence on the deposition of 137Cs in sediment.",G.Park;X.J.Lin;W.Kim;H.D.Kang;H.L.Lee;Y.Kim;S.H.Doh;D.S.Kim;S.G.Yun;C.K.Kime;,0,0,pp.353-360,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART000851639,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART000851639&type=mobile,,,marine sediments
ART001115294,JAKO,,한국수산과학회,Fisheries and Aquatic Sciences,;;,,,7,4,2004,,ART001115294,Monitoring of Some Chlorobenzenes in Marine Sediments and Bivalves from Several Coastal Regions of Korea,"Marine sediments and bivalves were sampled at 20 stations from coastal regions of Korea, to investigate the levels and patterns of some chlorobenzene isomers. Total chlorobenzenes were in the range of 0.32-3.55ng/g dry weight in marine sediments and 0.26-0.84ng/g wet weight in bivalves. Hexachlorobenzene levels in marine sediments and bivalves were lower than or comparable to those levels of reported in other countries. Isomeric patterns of some chlorobenzenes in marine sediments and bivalves were slightly different. However, the pre- dominant isomer in marine sediments and bivalves was 1,2,4-trichlorobenzene. Hexachloro- benzene contribution to total concentrations was higher in sediments than in bivalves.",문효방;이수정;최희구;,0,0,pp.215-218,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001115294,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001115294,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001115294&type=mobile,,,marine sediments
ART001077759,JAKO,,한국환경분석학회,환경분석과 독성보건,;;,,,10,2,2007,,ART001077759,Polycyclic Aromatic Hydrocarbons (PAHs) in Seawater and Marine Sediments from Mokpo Coast in Korea,"Polycyclic aromatic hydrocarbons (PAHs) were determined in seawater and sediment from Mokpo coastalwaters of Korea. Concentrations of PAHs in seawater and sediments ranged from 15.9 to 49.5 ng/L and from4.79 to 511 ng/g dry weight, respectively. PAH concentrations measured in our study were lower than thosein other locations in Korea and other countries. The PAH contamination was associated with intensive shippingand industrial activities. Based on diagnostic ratios and multivariate statistical analysis, the major source ofPAHs in marine sediments was combustion processes, with a minor petrogenic input. There was no significantcorrelation between total organic carbon (TOC) and PAHs; however, there was high correlation betweenPCDD/Fs and PAHs, suggesting that these chemicals have similar sources and movements in the surveyedareas.",문효방;최민규;강선경;김혜선;유진;최희구;박정수;,0,0,pp.83-90,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001077759,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001077759,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART001077759&type=mobile,,,marine sediments
NPAP14004276,CFFO,NPRO00396662,American Society of Mechanical Engineers,Volume 9: Offshore Geotechnics; Honoring Symposium for Professor Bernard Molin on Marine and Offshore Hydrodynamics,;;,9780791851302;;,1,2018,,2018,,NPAP14004276,The Granular Structure of Two Marine Carbonate Sediments,"<P>Calcareous sediments are prominent throughout the low-latitudinal offshore environment and have been known to be problematic for offshore foundation systems. These fascinating soils consist largely of the skeletal remains of single-celled marine organisms (plankton and zooplankton) and can be as geologically complex as their onshore siliceous counter parts. To enable an adequate understanding of their characteristics, in particular, their intra-granular micro-structure, it is important that geotechnical engineers do not forget about the multifaceted biological origins of these calcareous sediments and the different geological processes that created them. In this paper, the 3D models of soils grains generated from micro-computed tomography scans, scanning electeron microscope images, and optical microscope images of two calcareous sediments from two different depositional environments are presented and their geotechnical implications discussed. One is a coastal bioclastic sediment from Perth, Western Australia that is geologically similar to carbonate sediments typically used in micro-mechanics and particle crushing studies in the literature. The other is a hemipelagic sediment from a region of the North West Shelf of Australia that has historically been geotechnically problematic for engineers. The results show there is a marked difference between coastal bioclastic and hemipelagic sediments in terms of geological context and the associated particle micro-structures. This brings into question whether a coastal bioclastic calcareous sediment is a good micro-mechanical substitute for a hemipelagic one.</P>","Beemer, Ryan D.;Bandini-Maeder, Alexandre N.;Shaw, Jeremy;Lebrec, Ulysse;Cassidy, Mark J.;",2,1,pp.V009T10A027,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP14004276,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP14004276&type=mobile,,,marine sediments
NART14606699,JAFO,NJOU00001055,,Environmental technology,0959-3330;1479-487x;,,192,23,11,2002,,NART14606699,Metabolism of 14C-Naphthalene in Marine Sediments,"<P> Metabolism of 14C-naphthalene was studied in aerobic and anaerobic marine sediments from the Mumbai coast, India using a continuous flow-through system for 5 weeks. There was no volatilisation of naphthalene from anaerobic sediment. Naphthalene underwent more extensive mineralization in aerobic sediment (31.6% of the applied activity) than in anaerobic sediment (5% of the applied activity). No metabolite of naphthalene was present in sediments at the end of the incubation period.</P>","Murthy, N. B. K.;Sherkhane, P. D.;Kale, S. P.;",2,1,pp.1271-1273,http://dx.doi.org/10.1080/09593332308618329,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART14606699,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART14606699&type=mobile,Naphthalene . mineralization . marine sediments . aerobic . anaerobic,,marine sediments
NART18415699,JAFO,NJOU00005501,American Society of Civil Engineers,Journal of geotechnical engineering,0733-9410;;,,145,115,1,1989,,NART18415699,Classification of Marine Sediments,"Most of the marine sediments in the continental margin are derived from terrestrial sources, but vast areas of the sea floor are covered with sediments that are unique to the ocean environment. A knowledge of the origin and composition of these sediments is very important for their classification. A new classification system is proposed for marine sediments based on the principles of soil mechanics and geology. The system can be used as an auxiliary to the unified classification system. Marine sediments are divided into three major groups: terrigenous; biogenous; and hydrogenous. Each group is then subdivided into various subgroups. The classification system incorporates new symbols, consistent with those of the unified system,for all marine sediments. A classification chart is provided, and numerous examples are cited to illustrate the application of the system.(Author abstract)","Noorany, Iraj",2,1,pp.23-37,https://doi.org/10.1061/(asce)0733-9410(1989)115:1(23),,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART18415699,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART18415699&type=mobile,,,marine sediments
NART26218928,JAFO,NJOU00001863,American Association for the Advancement of Science,Science,0036-8075;1095-9203;,,1719,152,3726,1966,,NART26218928,Marine Sediments,,"Sill&eacute;n, Lars Gunnar;",2,0,pp.1232-1233,https://doi.org/10.1126/science.152.3726.1232.b,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART26218928,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART26218928&type=mobile,,,marine sediments
ART000851994,JAKO,,한국해양과학기술원,Ocean Science Journal,;;,,,38,2,2002,,ART000851994,"Sterols of sewage indicators in marine sediments of Jinhae Bay, Korea",,HEEGUCHOI;SANGGYOONKIM;SANGSOOKIM;HYOBANGMOON;PILYONGLEE;CHUNGKILPARK;,0,0,pp.1-57,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART000851994,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART000851994&type=mobile,,,marine sediments
NART82265561,JAFO,NJOU00035209,American Geophysical Union,Eos,0096-3941;2324-9250;,,1640,88,47,2007,,NART82265561,Geochemistry of Marine Sediments,"<P>The uplift of rocks above sea level on the Earth's surface over geologic time produces material that can be altered into soils and sediments by weathering processes. Over time, a fraction of sediments are sequestered in ocean basins, with most of it stored in the coastal margin. Sediments produced from weathering of igneous, metamorphic, and sedimentary rocks are transported primarily to the oceans through the world's river systems. The storage of organic matter in marine sediments is largely dependent upon the amount of early diagenesis (processes that alter the structure, texture, and mineralogy of a sediment, turning it progressively into solid hard rock; early diagenesis occurs immediately after deposition or burial of the sediment) that occurs in the upper sediments, which is controlled largely by the &ldquo;quality&rdquo; of organic detrital inputs and redox conditions of the sedimentary environment.</P>","Bianchi, Thomas S.",2,1,pp.507-507,https://doi.org/10.1029/2007eo470014,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART82265561,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART82265561&type=mobile,,,marine sediments
NART06300127,JAFO,NJOU00008511,,Microchemical journal,0026-265x;1095-9149;,,31,59,1,1998,,NART06300127,Antarctic Marine Sediments: Distribution of Elements and Textural Characters,"The analysis of trace metals and their distribution in marine sediments is a very importantstep toward understanding geochemical and environmental processes and their possible changes due to anthropogenic activities. The present work reports results concerning the distribution of some major (Al), (Fe), and trace (Be, Cd, Cr, Mn, Ni, Pb, Sn, Zn) elements in Antarctic marine sediments. Chemical data were evaluated before and after extraction with 0.5 N HCl, taking into account the textural character of the sediments. The mean values of total metals in the <2-mm granulometric fraction were (mg/kg) (Al) 56,100 +/- 3900; (Be) 2.04 +/- 0.25; (Cd) 0.26 +/- 0.16; (Cr) 20.3 +/- 8.3; (Fe) 16,400 +/- 4800; (Mn) 359 +/- 108; (Ni) 6.31 +/- 3.5; (Pb) 20.7 +/- 2.8; (Sn) 2.12 +/- 0.71; and (Zn) 42.3 +/- 10.4. With the exception of Be, all the elements showed higher concentrations in the fraction <63 &mu;m. The efficiency of extraction with 0.5 N HCl was generally low, as expected for unpolluted sediments. The relative percentage extraction of various elements was similar in the two fractions, with the exception of lead which presented a sensibly increased value in the fraction <63 &mu;m. The results indicate that our samples are typical of areas not affected by anthropogenic inputs of elements and that potential polluting compounds are not bound within the structure of clay minerals.","Ciaralli, L.;Giordano, R.;Lombardi, G.;Beccaloni, E.;Sepe, A.;Costantini, S.;",2,1,pp.77-88,http://dx.doi.org/10.1006/mchj.1998.1586,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART06300127,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART06300127&type=mobile,Antarctica . marine sediments . elements,,marine sediments
NART79595060,JAFO,NJOU00001530,Elsevier,Earth and planetary science letters,0012-821x;1385-013x;,,847,481,,2018,,NART79595060,Controls on the barium isotope compositions of marine sediments,"<P><B>Abstract</B></P>  <P>The accumulation of barium (Ba) in marine sediments is considered to be a robust proxy for export production, although this application can be limited by uncertainty in BaSO<SUB>4</SUB> preservation and sediment mass accumulation rates. The Ba isotope compositions of marine sediments could potentially record insights into past changes in the marine Ba cycle, which should be insensitive to these limitations, enabling more robust interpretation of sedimentary Ba as a proxy. To investigate the controls on the Ba isotope compositions of marine sediments and their potential for paleo-oceanographic applications, we present the first Ba isotope compositions results for sediments, as well as overlying seawater depth profiles collected in the South Atlantic. Variations in Ba isotope compositions of the sediments predominantly reflect changes in the relative contributions of detrital and authigenic Ba sources, with open-ocean sediments constraining the isotope composition of authigenic Ba to be  &delta;   Ba     138 / 134   &asymp; + 0.1 &permil; . This value is consistent with the average isotope composition inferred for sinking particulate Ba using simple mass balance models of Ba in the overlying water column and is hypothesized to reflect the removal of Ba from the upper water column with an associated isotopic fractionation of  &Delta;   Ba    diss  -  part       138 / 134   &asymp; + 0.4  to +0.5. Perturbations to upper ocean Ba cycling, due to changes in export production and the supply of Ba via upwelling, should therefore be recorded by the isotope compositions of sedimentary authigenic Ba. Such insights will help to improve the reliable application of Ba accumulation rates in marine sediments as a proxy for past changes in export production.</P>   <P><B>Highlights</B></P>  <P> <UL> <LI>  Detrital and authigenic Ba in marine sediments have distinct isotope compositions. </LI> <LI>  Sinking particles predicted to have similar isotope compositions to authigenic Ba. </LI> <LI>  Ba removal to sediments has an isotope fractionation of  &Delta;   Ba     138 / 134   &asymp; + 0.4  to +0.5. </LI> <LI>  Sedimentary Ba isotope compositions record perturbations to upper ocean Ba cycling. </LI> </UL> </P>","Bridgestock, Luke;Hsieh, Yu-Te;Porcelli, Donald;Homoky, William B.;Bryan, Allison;Henderson, Gideon M.;",2,1,pp.101-110,https://doi.org/10.1016/j.epsl.2017.10.019,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART79595060,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART79595060&type=mobile,barium isotopes . marine sediments . marine barium cycle . paleo-oceanography . GEOTRACES,,marine sediments
